Block,CrimeCount
001XX E 29 ST,1
001XX E 31ST ST,1
001XX E 32ND ST,4
001XX E 35 ST,20
001XX E 35TH ST,11
001XX E 36 ST,8
001XX E 36TH ST,9
001XX E 37 PL,4
001XX E 37 ST,8
001XX E 37TH PL,2
001XX E 37TH ST,6
001XX E 41ST ST,1
001XX E 42 ST,6
001XX E 42ND ST,11
001XX E 43 ST,4
001XX E 43RD ST,3
001XX E 44 ST,16
001XX E 44TH ST,6
001XX E 45 ST,5
001XX E 45TH ST,5
001XX E 45th st,1
001XX E 46 ST,3
001XX E 46TH ST,1
001XX E 47 ST,40
001XX E 47TH ST,10
001XX E 48TH ST,1
001XX E 49 ST,8
001XX E 49TH ST,5
001XX E 50 ST,1
001XX E 51 ST,29
001XX E 51ST ST,34
001XX E 55 ST,5
001XX E 56 ST,3
001XX E 56TH ST,10
001XX E 57 ST,7
001XX E 57TH ST,4
001XX E 58 ST,8
001XX E 58TH ST,11
001XX E 59 ST,19
001XX E 59TH ST,2
001XX E 60 ST,9
001XX E 60TH ST,16
001XX E 61 ST,5
001XX E 61ST ST,8
001XX E 63 ST,9
001XX E 63RD ST,6
001XX E 66 PL,1
001XX E 66 ST,2
001XX E 67 ST,1
001XX E 68 ST,10
001XX E 68TH ST,7
001XX E 69 ST,7
001XX E 69TH ST,1
001XX E 70 ST,17
001XX E 70TH ST,16
001XX E 71 ST,12
001XX E 71ST ST,26
001XX E 72ND ST,3
001XX E 73 ST,2
001XX E 73RD ST,2
001XX E 74 ST,5
001XX E 74TH ST,4
001XX E 75 ST,11
001XX E 75TH ST,19
001XX E 76TH ST,1
001XX E 77 ST,2
001XX E 77TH ST,2
001XX E 79 ST,14
001XX E 79TH ST,19
001XX E 80 ST,2
001XX E 80TH ST,1
001XX E 82 ST,1
001XX E 83 ST,3
001XX E 83RD ST,2
001XX E 84 ST,1
001XX E 87 ST,8
001XX E 89 ST,1
001XX E 89TH ST,1
001XX E 90 ST,1
001XX E 90TH ST,1
001XX E 91 ST,1
001XX E 91ST ST,1
001XX E 93 ST,1
001XX E 93RD ST,1
001XX E 94 ST,2
001XX E 95 ST,6
001XX E 95TH ST,7
001XX E 96 ST,2
001XX E 97TH ST,1
001XX E BALBO AV,1
001XX E BALBO DR,2
001XX E BELLEVUE PL,3
001XX E CARVER PZ,1
001XX E CERMAK RD,35
001XX E CHESTNUT ST,70
001XX E CHICAGO AV,40
001XX E CHICAGO AVE,113
001XX E CHICAGO RIVER,1
001XX E CULLERTON ST,16
001XX E Chicago Ave,1
001XX E DELAWARE PL,74
001XX E Delaware Pl,1
001XX E ERIE ST,32
001XX E GARFIELD BL,9
001XX E GARFIELD BLVD,5
001XX E GARFIELD BV,3
001XX E GOETHE ST,1
001XX E GRAND AV,12
001XX E GRAND AVE,8
001XX E HUBBARD ST,4
001XX E HURON ST,39
001XX E ILLINOIS ST,8
001XX E JACKSON BV,1
001XX E JACKSON DR,4
001XX E KENSINGTON AV,19
001XX E KENSINGTON AVE,6
001XX E LA SALLE DR,2
001XX E LAKE SHORE DR,10
001XX E LAKE ST,9
001XX E LOWER SOUTH WATER ST,2
001XX E LOWER WACKER DR,5
001XX E MARQUETTE RD,18
001XX E MONROE DR,4
001XX E NORTH WATER ST,1
001XX E OAK ST,22
001XX E OHIO ST,63
001XX E ONTARIO ST,45
001XX E PEARSON ST,39
001XX E PERSHING RD,11
001XX E RANDOLPH ST,48
001XX E RIVERWALK S,1
001XX E ROOSEVELT RD,9
001XX E SOUTH WATER ST,11
001XX E SUPERIOR ST,45
001XX E WACKER DR,206
001XX E WACKER SUB DR,1
001XX E WALTON PL,15
001XX E WALTON ST,64
001XX E Wacker Dr,1
001XX N ABERDEEN ST,20
001XX N ADA ST,28
001XX N ASHLAND AV,16
001XX N ASHLAND AVE,6
001XX N AUSTIN AV,4
001XX N AUSTIN BL,14
001XX N AUSTIN BLVD,11
001XX N Aberdeen st,1
001XX N Ada St,1
001XX N BEAUBIEN CT,2
001XX N BELL AVE,10
001XX N BESSIE COLEMAN DR,2
001XX N CALIFORNIA AV,7
001XX N CALIFORNIA AVE,1
001XX N CAMPBELL AV,5
001XX N CAMPBELL AVE,1
001XX N CANAL ST,30
001XX N CARPENTER ST,16
001XX N CENTRAL AV,43
001XX N CENTRAL AVE,43
001XX N CENTRAL PARK AV,17
001XX N CENTRAL PARK DR,11
001XX N CICERO AV,18
001XX N CICERO AVE,9
001XX N CLARK ST,81
001XX N CLINTON ST,21
001XX N COLUMBUS DR,4
001XX N Clark St,1
001XX N DAMEN AV,3
001XX N DAMEN AVE,6
001XX N DEARBORN ST,114
001XX N DESPLAINES ST,16
001XX N ELIZABETH ST,14
001XX N FRANCISCO AV,5
001XX N FRANCISCO AVE,2
001XX N FRANKLIN ST,89
001XX N FRANKLIN st,1
001XX N Franklin St,1
001XX N GARLAND CT,4
001XX N GREEN ST,49
001XX N HALSTED ST,14
001XX N HAMLIN AV,3
001XX N HAMLIN BL,10
001XX N HAMLIN BLVD,5
001XX N HARBOR DR,53
001XX N HERMITAGE AV,5
001XX N HERMITAGE AVE,17
001XX N HOLDEN CT,1
001XX N HOMAN AV,6
001XX N HOMAN BL,4
001XX N HOMAN BLVD,4
001XX N HOYNE AV,24
001XX N HOYNE AVE,11
001XX N JEFFERSON ST,38
001XX N KARLOV AV,11
001XX N KARLOV AVE,11
001XX N KEDZIE AV,33
001XX N KEDZIE AVE,10
001XX N KEELER AV,14
001XX N KEELER AVE,10
001XX N KENTON AVE,1
001XX N KILBOURN AV,11
001XX N KILBOURN AVE,6
001XX N KILDARE AV,6
001XX N KILDARE AVE,5
001XX N KILPATRICK AV,4
001XX N KILPATRICK AVE,5
001XX N KOSTNER AV,11
001XX N KOSTNER AVE,15
001XX N LA CROSSE AV,11
001XX N LA CROSSE AVE,13
001XX N LA SALLE ST,137
001XX N LACROSSE AV,20
001XX N LAKE SHORE DR,13
001XX N LAKE SHORE DR NB,3
001XX N LAKE SHORE DR SB,1
001XX N LAKEFRONT DR,1
001XX N LAMON AV,15
001XX N LAMON AVE,18
001XX N LAPORTE AV,70
001XX N LAPORTE AVE,17
001XX N LARAMIE AV,48
001XX N LARAMIE AVE,21
001XX N LATROBE AV,42
001XX N LATROBE AVE,14
001XX N LAVERGNE AV,19
001XX N LAVERGNE AVE,11
001XX N LEAMINGTON AV,26
001XX N LEAMINGTON AVE,21
001XX N LEAVITT ST,15
001XX N LECLAIRE AV,20
001XX N LECLAIRE AVE,16
001XX N LOCKWOOD AV,12
001XX N LOCKWOOD AVE,17
001XX N LONG AV,22
001XX N LONG AVE,18
001XX N LOREL AV,28
001XX N LOREL AVE,12
001XX N LOTUS  AVE,1
001XX N LOTUS AV,110
001XX N LOTUS AVE,16
001XX N Leavitt St,1
001XX N MASON AV,19
001XX N MASON AVE,23
001XX N MAY ST,13
001XX N MAYFIELD AV,16
001XX N MAYFIELD AVE,26
001XX N MCCREA DR,1
001XX N MENARD AV,41
001XX N MENARD AVE,26
001XX N MICHIGAN AV,67
001XX N MICHIGAN AVE,82
001XX N MORGAN ST,32
001XX N MOZART ST,13
001XX N Michigan Ave,3
001XX N OAKLEY BL,4
001XX N OAKLEY BLVD,7
001XX N OGDEN AV,2
001XX N OGDEN AVE,7
001XX N PARK DR,1
001XX N PARKSIDE AV,50
001XX N PARKSIDE AVE,29
001XX N PAULINA ST,5
001XX N PEORIA ST,37
001XX N PINE AV,175
001XX N PINE AVE,16
001XX N PULASKI RD,12
001XX N RACINE AV,7
001XX N RACINE AVE,5
001XX N RIVERSIDE PLZ,7
001XX N RIVERSIDE PZ,5
001XX N SACRAMENTO AV,2
001XX N SACRAMENTO BLVD,2
001XX N SANGAMON ST,29
001XX N SEELEY AV,1
001XX N SEELEY AVE,2
001XX N STATE ST,1176
001XX N STATE St,1
001XX N STETSON AV,12
001XX N STETSON AVE,5
001XX N STREETER DR,2
001XX N State St,4
001XX N State st,1
001XX N TALMAN AV,3
001XX N TALMAN AVE,1
001XX N WABASH AV,80
001XX N WABASH AVE,56
001XX N WACKER DR,71
001XX N WALLER AV,128
001XX N WALLER AVE,17
001XX N WELLS ST,117
001XX N WESTERN AV,31
001XX N WESTERN AVE,75
001XX N WILLARD CT,3
001XX N WOLCOTT AV,4
001XX N WOLCOTT AVE,5
001XX N WOOD ST,17
001XX N Wabash Ave,1
001XX N Wacker Dr,1
001XX S ABERDEEN ST,8
001XX S ADAMS ST,1
001XX S ALBANY AV,4
001XX S ALBANY AVE,2
001XX S ASHLAND AV,5
001XX S ASHLAND AVE,3
001XX S AUSTIN AV,7
001XX S AUSTIN BL,6
001XX S AUSTIN BLVD,5
001XX S Aberdeen St,1
001XX S BELL AV,4
001XX S BELL AVE,5
001XX S CALIFORNIA AV,12
001XX S CALIFORNIA AVE,10
001XX S CAMPBELL AV,46
001XX S CAMPBELL AVE,13
001XX S CANAL ST,15
001XX S CENTRAL AV,23
001XX S CENTRAL AVE,15
001XX S CENTRAL PARK AV,6
001XX S CENTRAL PARK BL,7
001XX S CENTRAL PARK BLVD,3
001XX S CICERO AV,23
001XX S CICERO AVE,9
001XX S CLARK ST,52
001XX S CLINTON ST,41
001XX S COLUMBUS DR,6
001XX S Clark st,1
001XX S DAMEN AV,1
001XX S DAMEN AVE,4
001XX S DEARBORN ST,42
001XX S DESPLAINES ST,10
001XX S FRANCISCO  AV,1
001XX S FRANCISCO AV,1
001XX S FRANCISCO AVE,2
001XX S FRANKLIN ST,17
001XX S GREEN ST,19
001XX S HALSTED ST,90
001XX S HAMLIN AV,4
001XX S HAMLIN BL,18
001XX S HAMLIN BLVD,17
001XX S HOMAN AV,17
001XX S HOMAN AVE,7
001XX S HOYNE AV,1
001XX S JEFFERSON ST,11
001XX S KARLOV AV,6
001XX S KARLOV AVE,9
001XX S KEDZIE AVE,1
001XX S KEELER AV,7
001XX S KEELER AVE,4
001XX S KENTON AVE,1
001XX S KILBOURN AV,3
001XX S KILBOURN AVE,5
001XX S KILDARE AV,13
001XX S KILDARE AVE,7
001XX S KILPATRICK AV,7
001XX S KILPATRICK AVE,5
001XX S KOSTNER AV,8
001XX S KOSTNER AVE,2
001XX S LA SALLE ST,74
001XX S LAFLIN ST,5
001XX S LAKE SHORE DR,10
001XX S LAKE SHORE DR NB,1
001XX S LARAMIE AV,3
001XX S LARAMIE AVE,1
001XX S LAVERGNE AV,23
001XX S LAVERGNE AVE,9
001XX S LEAMINGTON AV,4
001XX S LEAMINGTON AVE,2
001XX S LEAVITT ST,12
001XX S LOCKWOOD AV,3
001XX S LOCKWOOD AVE,2
001XX S LOOMIS ST,4
001XX S LOTUS AV,42
001XX S LOTUS AVE,8
001XX S LOWER WACKER DR,1
001XX S MASON AVE,3
001XX S MAYFIELD AV,8
001XX S MAYFIELD AVE,6
001XX S MENARD AV,14
001XX S MENARD AVE,5
001XX S MICHIGAN AV,113
001XX S MICHIGAN AVE,53
001XX S MORGAN ST,13
001XX S Michigan Ave,2
001XX S OAKLEY AV,6
001XX S OAKLEY BLVD,5
001XX S PARKSIDE AV,22
001XX S PARKSIDE AVE,14
001XX S PAULINA ST,7
001XX S PEORIA ST,5
001XX S PULASKI RD,78
001XX S RACINE AV,12
001XX S RACINE AVE,2
001XX S RIVERSIDE PZ,16
001XX S ROCKWELL ST,5
001XX S SACRAMENTO AV,13
001XX S SACRAMENTO BL,8
001XX S SACRAMENTO BLVD,6
001XX S SANGAMON ST,10
001XX S SEELEY AV,2
001XX S SEELEY AVE,2
001XX S SPAULDING AV,2
001XX S SPAULDING AVE,2
001XX S SPRINGFIELD AV,4
001XX S SPRINGFIELD AVE,14
001XX S ST LOUIS AV,3
001XX S ST LOUIS AVE,7
001XX S STATE ST,110
001XX S THROOP ST,2
001XX S TROY ST,4
001XX S WABASH AV,39
001XX S WABASH AVE,20
001XX S WACKER DR,62
001XX S WALLER AV,4
001XX S WALLER AVE,1
001XX S WASHTENAW AV,3
001XX S WASHTENAW AVE,3
001XX S WELLS ST,9
001XX S WESTERN AV,11
001XX S WESTERN AVE,20
001XX S WHIPPLE ST,16
001XX S WOOD ST,2
001XX S WOODWARD DR,1
001XX S Wabash Ave,1
001XX S state st,1
001XX W 100TH ST,2
001XX W 101 ST,2
001XX W 101ST ST,1
001XX W 102ND ST,1
001XX W 103 PL,9
001XX W 103 ST,43
001XX W 103RD PL,4
001XX W 103RD ST,8
001XX W 104 PL,12
001XX W 104 ST,9
001XX W 104TH PL,9
001XX W 104TH ST,5
001XX W 105 ST,23
001XX W 105TH ST,8
001XX W 106 PL,1
001XX W 107 ST,28
001XX W 107TH ST,11
001XX W 108 PL,6
001XX W 108 ST,13
001XX W 108TH PL,2
001XX W 108TH ST,7
001XX W 109 PL,32
001XX W 109 ST,45
001XX W 109TH PL,9
001XX W 109TH ST,12
001XX W 110 PL,8
001XX W 110 ST,6
001XX W 110TH PL,2
001XX W 110TH ST,10
001XX W 111 PL,18
001XX W 111 ST,6
001XX W 111TH PL,8
001XX W 111TH ST,14
001XX W 112 PL,18
001XX W 112 ST,38
001XX W 112 STREET,1
001XX W 112TH PL,8
001XX W 112TH ST,14
001XX W 113 PL,15
001XX W 113 ST,18
001XX W 113TH PL,1
001XX W 113TH ST,12
001XX W 114 ST,9
001XX W 114TH ST,1
001XX W 115 ST,20
001XX W 115TH ST,9
001XX W 116 ST,12
001XX W 116TH ST,8
001XX W 117 ST,18
001XX W 117TH ST,9
001XX W 118 ST,13
001XX W 118TH ST,2
001XX W 119 ST,19
001XX W 119TH ST,5
001XX W 121ST ST,1
001XX W 122 ST,1
001XX W 123 ST,2
001XX W 123RD ST,2
001XX W 124 ST,6
001XX W 124TH ST,1
001XX W 125 ST,2
001XX W 126 PL,4
001XX W 126TH PL,3
001XX W 127 ST,3
001XX W 127TH ST,9
001XX W 14 PL,1
001XX W 16TH ST,1
001XX W 18 ST,2
001XX W 19 ST,1
001XX W 23 ST,1
001XX W 26 ST,1
001XX W 31 ST,3
001XX W 31ST ST,3
001XX W 33 ST,1
001XX W 33RD ST,1
001XX W 35 ST,83
001XX W 35TH ST,30
001XX W 43 ST,1
001XX W 43RD ST,3
001XX W 44 STREET,1
001XX W 45 ST,1
001XX W 46 PL,1
001XX W 47 ST,1
001XX W 47TH ST,4
001XX W 51 ST,16
001XX W 55 ST,1
001XX W 57 PL,1
001XX W 57TH ST,3
001XX W 59 ST,7
001XX W 59 STREET,1
001XX W 59TH ST,2
001XX W 60 ST,1
001XX W 61 ST,1
001XX W 62 ST,4
001XX W 62ND ST,6
001XX W 63 ST,12
001XX W 63RD ST,27
001XX W 66 ST,5
001XX W 66TH ST,8
001XX W 68 ST,2
001XX W 68TH ST,3
001XX W 69 ST,15
001XX W 69TH ST,3
001XX W 70 ST,5
001XX W 70TH ST,3
001XX W 71 ST,4
001XX W 71ST ST,12
001XX W 72 ST,5
001XX W 72ND ST,4
001XX W 73 ST,15
001XX W 73RD ST,5
001XX W 74 ST,6
001XX W 74TH ST,9
001XX W 75 ST,8
001XX W 75TH ST,8
001XX W 76TH ST,6
001XX W 77 ST,1
001XX W 77TH ST,12
001XX W 78 ST,1
001XX W 79 ST,117
001XX W 79TH ST,25
001XX W 80 ST,5
001XX W 80TH ST,1
001XX W 81 ST,7
001XX W 81ST ST,6
001XX W 83 ST,4
001XX W 83RD ST,9
001XX W 84 ST,2
001XX W 84TH ST,1
001XX W 87 ST,286
001XX W 87TH ST,135
001XX W 91 ST,1
001XX W 91ST PL,1
001XX W 91ST ST,6
001XX W 93RD ST,2
001XX W 94 ST,2
001XX W 95 ST,15
001XX W 95TH ST,28
001XX W 98 ST,1
001XX W 99 ST,2
001XX W 99TH ST,3
001XX W 9TH ST,8
001XX W ADAMS ST,73
001XX W Adams St,1
001XX W BRAYTON ST,2
001XX W BURTON PL,6
001XX W CERMAK RD,106
001XX W CHESTNUT ST,39
001XX W CHICAGO AV,25
001XX W CHICAGO AVE,16
001XX W CONGRESS PKWY,17
001XX W CONGRESS PW,3
001XX W DELAWARE PL,8
001XX W DIVERSEY AV,2
001XX W DIVERSEY DR,3
001XX W DIVERSEY PKWY,4
001XX W DIVISION ST,191
001XX W Division St,2
001XX W ELM ST,68
001XX W ERIE ST,16
001XX W EUGENIE ST,4
001XX W FULLERTON AV,1
001XX W FULLERTON DR,1
001XX W GARFIELD BL,12
001XX W GARFIELD BLVD,11
001XX W GARFIELD BV,4
001XX W GERMANIA PL,5
001XX W GOETHE ST,16
001XX W GRAND AV,21
001XX W GRAND AVE,11
001XX W Grand Ave,1
001XX W HARRISON ST,13
001XX W HUBBARD ST,186
001XX W HURON ST,74
001XX W Hubbard ST,1
001XX W Hubbard St,12
001XX W Hubbard st,1
001XX W Huron St,1
001XX W IDA B WELLS DR,5
001XX W ILLINOIS ST,9
001XX W INSTITUTE PL,1
001XX W JACKSON BL,17
001XX W JACKSON BLVD,12
001XX W JACKSON BV,46
001XX W KINZIE ST,74
001XX W Kinzie St,2
001XX W LA SALLE DR,1
001XX W LAKE ST,213
001XX W LOWER WACKER DR,3
001XX W Lake St,1
001XX W MADISON ST,121
001XX W MAPLE ST,83
001XX W MARBLE PL,2
001XX W MARQUETTE RD,15
001XX W MONROE ST,52
001XX W Madison St,1
001XX W NORTH AV,14
001XX W NORTH AVE,13
001XX W North Ave,1
001XX W OAK ST,61
001XX W OHIO ST,60
001XX W ONTARIO ST,71
001XX W Ontario ST,1
001XX W Ontario St,2
001XX W PERSHING RD,7
001XX W POLK ST,41
001XX W POLK St,1
001XX W Polk St,1
001XX W QUINCY ST,4
001XX W RANDOLPH ST,102
001XX W ROOSEVELT RD,26
001XX W ROOT ST,1
001XX W Randolph St,1
001XX W Roosevelt Rd,1
001XX W SCHILLER ST,9
001XX W SOUTH WATER MARKET ST,11
001XX W SOUTH WATER MK,2
001XX W SUPERIOR ST,18
001XX W SWANN ST,6
001XX W TAYLOR ST,1
001XX W VAN BUREN ST,29
001XX W WACKER DR,30
001XX W WALTON ST,3
001XX W WASHINGTON BV,21
001XX W WASHINGTON ST,54
001XX W WENDELL ST,7
001XX W Wacker Dr,1
001XX W Washington St,2
002XX E 101 ST,1
002XX E 103 ST,22
002XX E 103RD ST,24
002XX E 105TH ST,1
002XX E 107 ST,7
002XX E 107TH ST,3
002XX E 108 ST,5
002XX E 108TH ST,4
002XX E 109 ST,6
002XX E 109TH ST,6
002XX E 111 ST,24
002XX E 111TH ST,16
002XX E 113 ST,12
002XX E 113TH ST,3
002XX E 114TH PL,1
002XX E 115 ST,33
002XX E 115TH ST,13
002XX E 116 ST,7
002XX E 116TH ST,3
002XX E 117 ST,1
002XX E 118 ST,1
002XX E 119 ST,3
002XX E 120 PL,3
002XX E 120TH PL,5
002XX E 121 PL,39
002XX E 121 ST,12
002XX E 121ST PL,35
002XX E 121ST ST,15
002XX E 130 ST,1
002XX E 130TH ST,5
002XX E 131 PL,8
002XX E 131ST PL,1
002XX E 132 ST,10
002XX E 132ND ST,23
002XX E 133RD ST,3
002XX E 134 ST,5
002XX E 134TH ST,4
002XX E 135 PL,2
002XX E 135TH PL,1
002XX E 136 PL,1
002XX E 136 ST,8
002XX E 136TH PL,3
002XX E 136TH ST,4
002XX E 138TH ST,2
002XX E 13TH ST,1
002XX E 14TH ST,1
002XX E 15TH PL,1
002XX E 16 ST,2
002XX E 16TH ST,1
002XX E 18 ST,1
002XX E 21 ST,6
002XX E 24 ST,5
002XX E 26 ST,1
002XX E 29 ST,2
002XX E 29TH ST,9
002XX E 31ST ST,7
002XX E 32 ST,12
002XX E 32ND ST,5
002XX E 33 ST,1
002XX E 33RD BLVD,2
002XX E 35 ST,28
002XX E 35TH ST,34
002XX E 37 ST,8
002XX E 37TH ST,8
002XX E 38 ST,1
002XX E 38TH ST,2
002XX E 40 ST,2
002XX E 41 ST,3
002XX E 41ST ST,3
002XX E 42 ST,8
002XX E 42ND ST,5
002XX E 43 ST,17
002XX E 43RD ST,6
002XX E 44 ST,13
002XX E 44TH ST,4
002XX E 45 ST,9
002XX E 45TH ST,3
002XX E 46 ST,1
002XX E 46TH ST,8
002XX E 47 ST,88
002XX E 47TH ST,11
002XX E 48 ST,11
002XX E 48TH ST,8
002XX E 49 ST,6
002XX E 49TH ST,2
002XX E 50 ST,2
002XX E 50TH ST,3
002XX E 51 ST,38
002XX E 51ST ST,14
002XX E 54TH ST,1
002XX E 55 PL,15
002XX E 55 ST,6
002XX E 55TH PL,4
002XX E 56 ST,5
002XX E 56TH ST,1
002XX E 57 ST,6
002XX E 57TH ST,3
002XX E 58 ST,14
002XX E 58TH ST,1
002XX E 59 ST,1
002XX E 59TH ST,1
002XX E 60 ST,4
002XX E 60TH ST,4
002XX E 61 ST,8
002XX E 61ST ST,4
002XX E 63 ST,2
002XX E 63RD ST,5
002XX E 68 ST,19
002XX E 68TH ST,10
002XX E 69 PL,15
002XX E 69 ST,12
002XX E 69TH PL,10
002XX E 69TH ST,7
002XX E 70 ST,14
002XX E 70TH ST,3
002XX E 71 ST,5
002XX E 71ST ST,30
002XX E 72 ST,2
002XX E 72ND ST,2
002XX E 73RD ST,1
002XX E 74 ST,1
002XX E 74TH ST,3
002XX E 75 ST,5
002XX E 75TH ST,5
002XX E 76 ST,4
002XX E 76TH ST,2
002XX E 77 ST,2
002XX E 77TH ST,1
002XX E 78 ST,3
002XX E 78TH ST,6
002XX E 79 ST,7
002XX E 79TH ST,11
002XX E 80 ST,3
002XX E 80TH ST,3
002XX E 81ST ST,1
002XX E 82 ST,6
002XX E 82ND ST,1
002XX E 83 ST,5
002XX E 83RD ST,1
002XX E 86 ST,1
002XX E 86TH ST,1
002XX E 87 ST,28
002XX E 87TH ST,6
002XX E 89 PL,2
002XX E 89TH PL,3
002XX E 89TH ST,4
002XX E 90 PL,4
002XX E 90 ST,2
002XX E 90TH PL,3
002XX E 92 ST,2
002XX E 92ND ST,1
002XX E 93RD ST,1
002XX E 94TH ST,1
002XX E 95 ST,12
002XX E 95TH ST,15
002XX E 96 ST,1
002XX E 99 ST,1
002XX E BALBO AV,1
002XX E BALBO DR,2
002XX E CERMAK RD,10
002XX E CHESTNUT ST,43
002XX E CHICAGO AV,31
002XX E CHICAGO AVE,38
002XX E CONGRESS PW,1
002XX E CULLERTON ST,23
002XX E Cullerton St,2
002XX E DELAWARE PL,27
002XX E ERIE ST,38
002XX E Erie St,1
002XX E GARFIELD BL,21
002XX E GARFIELD BLVD,29
002XX E GARFIELD BV,24
002XX E GRAND AV,12
002XX E GRAND AVE,16
002XX E HURON ST,250
002XX E Huron St,1
002XX E ILLINOIS ST,57
002XX E Illinois St,1
002XX E JACKSON BV,4
002XX E JACKSON DR,4
002XX E KENSINGTON AV,8
002XX E KENSINGTON AVE,4
002XX E LA SALLE DR,1
002XX E LAKE SHORE DR,7
002XX E LAKE ST,3
002XX E LOWER ILLINOIS ST,1
002XX E LOWER RANDOLPH ST,1
002XX E LOWER WACKER DR,2
002XX E MARQUETTE RD,11
002XX E MONROE DR,5
002XX E MONROE ST,1
002XX E NORTH WATER ST,2
002XX E OHIO ST,101
002XX E ONTARIO ST,81
002XX E Ohio St,1
002XX E Ohio st,1
002XX E Ontario St,2
002XX E PEARSON ST,22
002XX E PERSHING RD,38
002XX E RANDOLPH ST,93
002XX E RIVERWALK S,1
002XX E ROOSEVELT RD,5
002XX E SOUTH WATER ST,4
002XX E SUPERIOR ST,19
002XX E Superior st,1
002XX E WACKER DR,29
002XX E WALTON PL,8
002XX E WALTON ST,17
002XX N ABERDEEN ST,16
002XX N ADA ST,4
002XX N ALBANY AV,17
002XX N ALBANY AVE,11
002XX N ARTESIAN AV,2
002XX N ARTESIAN AVE,3
002XX N ASHLAND AV,18
002XX N ASHLAND AVE,1
002XX N AUSTIN AV,2
002XX N AUSTIN BL,8
002XX N AUSTIN BLVD,14
002XX N AVERS AV,1
002XX N Aberdeen St,1
002XX N Aberdeen st,1
002XX N BEAUBIEN CT,1
002XX N CALIFORNIA AV,12
002XX N CALIFORNIA AVE,15
002XX N CAMPBELL AVE,1
002XX N CANAL ST,17
002XX N CARPENTER ST,7
002XX N CENTRAL AV,81
002XX N CENTRAL AVE,27
002XX N CENTRAL PARK AV,7
002XX N CENTRAL PARK AVE,4
002XX N CICERO AV,15
002XX N CICERO AVE,1
002XX N CLARK ST,61
002XX N CLINTON ST,19
002XX N COLUMBUS DR,99
002XX N CONSERVATORY DR,1
002XX N DAMEN AV,6
002XX N DAMEN AVE,1
002XX N DEARBORN ST,40
002XX N DESPLAINES ST,2
002XX N ELIZABETH ST,10
002XX N FAIRFIELD AV,2
002XX N FIELD BLVD,1
002XX N FRANCISCO AV,9
002XX N FRANCISCO AVE,2
002XX N FRANKLIN ST,10
002XX N GARLAND CT,7
002XX N GARVEY CT,1
002XX N GREEN ST,27
002XX N HALSTED ST,17
002XX N HAMLIN AV,2
002XX N HAMLIN BL,10
002XX N HAMLIN BLVD,11
002XX N HARBOR DR,2
002XX N HARDING AV,1
002XX N HOMAN AV,14
002XX N HOMAN AVE,9
002XX N HOYNE AVE,1
002XX N Hamlin Blvd,1
002XX N JEFFERSON ST,20
002XX N JUSTINE ST,12
002XX N KARLOV AV,39
002XX N KARLOV AVE,17
002XX N KEDZIE AV,23
002XX N KEDZIE AVE,8
002XX N KEELER AV,25
002XX N KEELER AVE,9
002XX N KENNETH AV,38
002XX N KENNETH AVE,16
002XX N KENTON AV,1
002XX N KENTON AVE,1
002XX N KEYSTONE AV,16
002XX N KEYSTONE AVE,5
002XX N KILBOURN AV,11
002XX N KILBOURN AVE,5
002XX N KILDARE AV,15
002XX N KILDARE AVE,6
002XX N KILPATRICK AV,14
002XX N KILPATRICK AVE,10
002XX N KOLIN AV,7
002XX N KOLIN AVE,7
002XX N KOLMAR AV,10
002XX N KOLMAR AVE,7
002XX N KOSTNER AV,21
002XX N KOSTNER AVE,13
002XX N LA CROSSE AV,17
002XX N LA CROSSE AVE,5
002XX N LA SALLE ST,141
002XX N LACROSSE AV,46
002XX N LAFLIN ST,11
002XX N LAKE SHORE DR,1
002XX N LAKE SHORE DR SB,1
002XX N LAMON AV,6
002XX N LAMON AVE,3
002XX N LAPORTE AV,12
002XX N LAPORTE AVE,12
002XX N LARAMIE AV,37
002XX N LARAMIE AVE,8
002XX N LATROBE AV,20
002XX N LATROBE AVE,3
002XX N LAVERGNE AV,46
002XX N LAVERGNE AVE,21
002XX N LEAMINGTON  AVE,1
002XX N LEAMINGTON AV,14
002XX N LEAMINGTON AVE,20
002XX N LEAVITT ST,4
002XX N LECLAIRE AV,12
002XX N LECLAIRE AVE,32
002XX N LOCKWOOD AV,16
002XX N LOCKWOOD AVE,9
002XX N LONG AV,14
002XX N LONG AVE,7
002XX N LOOMIS ST,1
002XX N LOREL AV,40
002XX N LOREL AVE,3
002XX N LOTUS AV,1
002XX N LOWER STETSON AV,1
002XX N La Salle St,1
002XX N MAPLEWOOD AV,1
002XX N MAPLEWOOD AVE,3
002XX N MASON AV,18
002XX N MASON AVE,10
002XX N MAY ST,6
002XX N MAYFIELD AV,9
002XX N MAYFIELD AVE,3
002XX N MENARD AV,7
002XX N MENARD AVE,5
002XX N MICHIGAN AV,109
002XX N MICHIGAN AVE,49
002XX N MILWAUKEE AV,1
002XX N MILWAUKEE AVE,2
002XX N MORGAN ST,7
002XX N MOZART ST,4
002XX N Michigan Ave,1
002XX N OAKLEY AV,1
002XX N OAKLEY BL,2
002XX N OAKLEY BLVD,3
002XX N OGDEN AV,3
002XX N PARKSIDE AV,19
002XX N PARKSIDE AVE,19
002XX N PAULINA ST,3
002XX N PEORIA ST,17
002XX N PINE AV,130
002XX N PINE AVE,36
002XX N POST PL,2
002XX N PULASKI RD,90
002XX N Paulina St,1
002XX N Pine Ave,1
002XX N RACINE AV,3
